"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4557026";"ERKi-NC";"0";"312.33";"0";"1.73";"EUB0000700";"C[C@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccn1";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507286";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4530401";"MRL-SYKi-NC";"0";"505.56";"2";"6.37";"EUB0000704";"Cc1ccc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)cc1Nc1cccc(C(F)(F)F)n1";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507285";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM"
"CHEMBL4097778";"TP-030n";"0";"458.54";"0";"1.13";"TP-030n";"CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21";"IC50";"";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4885434";"QSK(SIK3LGP1) Takeda global kinase panel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507327";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1.0 µM"
"CHEMBL1721885";"SU-014813";"2";"442.49";"0";"1.69";"SU-14813";"Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1908397";"KW-2449";"1";"332.41";"0";"2.78";"KW-2449";"O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1";"Kd";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"16.96";"0.31";"2.86";"9.24";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL3577885";"PF-05105679";"1";"428.46";"1";"5.48";"EUB0000304";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"% Control";"";"80.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507296";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL1088752";"LOSMAPIMOD";"3";"383.47";"0";"3.86";"Losmapimod";"Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL3545328";"XL-019";"1";"444.54";"0";"3.41";"XL-019";"O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1";"Kd";"'='";"206.0";"nM";"6.69";"";"Active";"UO_0000065";"15.04";"0.28";"3.28";"7.31";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";"r = 0.81 None"
"CHEMBL4878274";"";"0";"468.59";"0";"2.36";"C1";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)ccnc3C)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"867.0";"nM";"6.06";"";"";"UO_0000065";"12.94";"0.25";"3.70";"5.08";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4857583";"";"0";"468.59";"0";"2.36";"C5";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cncc3C)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"13.80";"0.27";"4.11";"5.42";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL507361";"MIRDAMETINIB";"2";"482.20";"0";"2.47";"PD-325901";"O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL3545215";"BMS-911543";"2";"432.53";"0";"3.50";"BMS-911543";"CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL3182621";"AZD-8330";"1";"461.23";"0";"1.83";"AZD-8330";"Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL2364611";"GALUNISERTIB";"2";"369.43";"0";"3.51";"Galunisertib";"Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL608533";"MIDOSTAURIN";"4";"570.65";"2";"5.91";"Midostaurin";"CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL2107832";"PIMASERTIB";"2";"431.21";"0";"1.65";"Pimasertib";"O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL283120";"AXL-1717";"2";"414.41";"0";"2.41";"AXL-1717";"COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL1336";"SORAFENIB";"4";"464.83";"1";"5.55";"Sorafenib";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991880";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: yes";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL4092508";"";"0";"658.56";"2";"5.74";"2t";"COc1cc(OC)c(Cl)c(N2Cc3cnc(Nc4ccc(F)cc4)nc3N(C3CCN(C(=O)/C=C/CN(C)C)CC3)C2=O)c1Cl";"Activity";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4044163";"Inhibition of wild-type human partial length QSK (A90 to L395 residues) expressed in HEK293 cells assessed as residual activity at 1000 nM after 30 mins by Kinomescan method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043093";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4580220";"BAY-3827";"0";"468.54";"1";"5.45";"EUB0000311";"CCc1ccccc1C(=O)Nc1n[nH]c2c(C)c(F)c(C3C(C#N)=C(C)N(C)C(C)=C3C#N)cc12";"% Control";"";"74.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507319";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4096145";"";"0";"377.49";"0";"3.42";"2";"CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N";"Activity";"'='";"68.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4054983";"Inhibition of wild-type human partial length QSK (A90 to L395 residues) expressed in mammalian expression system assessed as residual activity at 50 nM by Kinomescan method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4521594";"BAY-1797";"0";"416.89";"0";"3.96";"EUB0000309";"NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2)ccc1Oc1cccc(Cl)c1";"% Control";"";"87.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507265";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4436748";"SR-318";"0";"459.59";"0";"4.47";"EUB0000132";"Nc1c(C(=O)NCc2ccc(C(=O)NCCCC3CCCCC3)cc2)cnn1-c1ccccc1";"% Control";"";"94.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507315";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM"
"CHEMBL4548361";"";"0";"484.09";"1";"5.19";"6";"COc1cc(Br)cc2[nH]c(I)c(-c3cnc(-c4ccc[nH]4)o3)c12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4338192";"Inhibition of SIK3 (unknown origin) by [33P]-ATP filter binding kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4334516";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4088216";"TP-030-1";"0";"402.45";"0";"2.35";"EUB0000719";"CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21";"IC50";"";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4884858";"QSK(SIK3LGP1) Takeda global kinase panel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507327";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1.0 µM"
"CHEMBL4228713";"A-1211212";"0";"896.51";"3";"9.44";"EUB0000263";"CO[C@H]1CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1";"% Control";"";"89.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507310";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4865345";"";"0";"533.46";"1";"2.82";"C3";"Cc1nc(Nc2ncc(C(=O)Nc3c(Br)ccnc3C)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"2780.0";"nM";"5.56";"";"";"UO_0000065";"10.41";"0.23";"2.74";"4.65";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4869199";"";"0";"489.01";"0";"2.71";"C4";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cncc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"677.0";"nM";"6.17";"";"";"UO_0000065";"12.62";"0.26";"3.46";"5.17";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4872654";"";"0";"454.56";"0";"2.06";"C6";"Cc1nc(Nc2ncc(C(=O)Nc3cccnc3C)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"987.0";"nM";"6.01";"";"";"UO_0000065";"13.21";"0.26";"3.95";"5.03";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4867844";"";"0";"494.05";"0";"3.38";"C7";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)csc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"52.3";"nM";"7.28";"";"";"UO_0000065";"14.74";"0.31";"3.90";"6.84";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4855726";"";"0";"504.02";"2";"2.53";"B3";"Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)ccnc3C)s2)cc(NN2CCN(CCO)CC2)n1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"13.10";"0.27";"4.07";"5.02";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4847716";"";"0";"494.05";"0";"3.38";"D1";"Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)csc3C)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"14.97";"0.32";"4.02";"6.95";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4859969";"";"0";"514.46";"1";"3.72";"D7";"Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)csc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"15.21";"0.33";"4.10";"7.35";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4875238";"";"0";"464.02";"0";"4.01";"D9";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)csc3Cl)s2)cc(N2CCN(C)CC2)n1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"15.56";"0.33";"3.21";"8.37";"0";"CHEMBL4807589";"Inhibition of SIK3 (unknown origin) using RBER-CHKtide as substrate in presence of [32P]gammaATP by microplate scintillation counter analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4516471";"BI 1675";"0";"554.64";"1";"2.95";"BI 1675";"O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1";"% Control";"";"95.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879925";"KinomeScan assay: inhibition of QSK";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A90/L395 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507284";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
